|     src_pathname     |             src_function             |     access     |     dst_pathname     |             dst_function             | bitwiseAndExpr |                        bitwiseAndExprLiteral                        |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 28672                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 3072                                                   |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 768                                                    |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 15                                                |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 7                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 6                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 4                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 3                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | ... & ...      | q->qh.next_qtd & 1                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | q->qtdaddr & 4294967264                                             |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | q->qtdaddr & 4294967264                                             |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 2147418112                                             |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 28672                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 3072                                                   |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 768                                                    |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 15                                                |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 7                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 6                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 4                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 3                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_writeback                 | token          | hw/usb/hcd-ehci.c    | ehci_state_writeback                 | ... & ...      | q->qh.token & 1 << 6                                                |
| hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 2147418112                                             |
| hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 28672                                                  |
| hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 3072                                                   |
| hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 768                                                    |
| hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 15                                                |
| hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 7                                                 |
| hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 6                                                 |
| hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 4                                                 |
| hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 3                                                 |
| hw/usb/hcd-ehci.c    | ehci_free_packet                     | token          | hw/usb/hcd-ehci.c    | ehci_free_packet                     | ... & ...      | p->queue->qh.token & 1 << 6                                         |
| hw/usb/hcd-ehci.c    | ehci_free_packet                     | epchar         | hw/usb/hcd-ehci.c    | ehci_free_packet                     | ... & ...      | p->queue->qh.epchar & 3840                                          |
| hw/usb/hcd-ehci.c    | ehci_execute_complete                | token          | hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | ... & ...      | q->qh.token & 2147418112                                            |
